"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GSE3982_EFF_MEMORY_CD4_TCELL_VS_TH2_DN","GSE3982_EFF_MEMORY_CD4_TCELL_VS_TH2_DN","GSE3982_EFF_MEMORY_CD4_TCELL_VS_TH2_DN",189,0.38502315633073,1.73852679490448,0.000205805733899461,0.00474383329914878,0.00387773945624715,4085,"tags=47%, list=29%, signal=34%","Psmb5/Acy1/H2bc4/Hbegf/Taf10/Ggh/Dbi/Cdkn3/Lamtor2/Ndufc1/Ethe1/Eno1/Lsm4/Mrpl11/Snrpe/Nfu1/Acot7/Asnsd1/Adm/Rnaseh2a/Oard1/Dctpp1/Lamtor3/Ndufa6/Cdk1/Dctn6/Sod1/Cks1b/Timm8b/Mpst/Mrpl12/Mrps33/Pfdn4/Psma2/Tacc3/Marcksl1/Cks2/Kdelr2/Ndufs4/Bag2/Sdhb/Mrpl3/Atg101/H2az1/Aamp/Pctp/Fkbp1a/Gmds/Cenpa/C1qbp/Uqcrfs1/Prdx3/Trmt112/Ncbp1/Ran/Clns1a/Tkt/Sdc4/Rrp7a/Mrpl40/Orc6/Rtcb/Tyms/Tigar/Mtfr1/Adipor1/Ndufa4/Nme7/Echs1/Glrx2/Rbm14/Oip5/Sfpq/Pdia4/Maip1/Efcab11/Ddx18/Nup37/Cyc1/Ccna2/Hnrnpm/Pa2g4/Golt1b/Lap3/Etfa/Phyh/Fh1/Elavl1/Spdl1"
"GSE12845_NAIVE_VS_PRE_GC_TONSIL_BCELL_DN","GSE12845_NAIVE_VS_PRE_GC_TONSIL_BCELL_DN","GSE12845_NAIVE_VS_PRE_GC_TONSIL_BCELL_DN",196,0.37934260687604,1.72417435897696,0.000210126044959903,0.00479897734072101,0.00392281570836165,3410,"tags=43%, list=25%, signal=33%","Abhd3/Pttg1/Dhrs7b/Atox1/Chchd2/Tma7/Ndufs6/Kifc1/Ube2c/Orc1/Ldhb/Coa3/Msrb2/Cox5a/Cmas/Cstb/Snrpg/Eif3j1/Atp5h/Cd14/Vamp8/Mrps16/Psme2/Hspb11/Anxa2/Cisd1/Dut/Uqcr10/Mrpl22/Anp32b/H2az2/Cfl1/Gtf2e2/Pdia6/Fabp5/Mrps33/Ppp4c/Tmem258/Srm/Psma2/Ap3s1/Rbx1/Psmb2/Snrpd3/Apip/Fuca1/Cdk2ap2/Sdhb/Rwdd1/Hsbp1/H2az1/Mdh1/Hmces/Ada/Dnajc7/Sdhc/Stoml2/Spc25/Mrpl35/Psma4/Psmc1/Atxn10/Sac3d1/Ndufv1/Mrps31/Wdr61/Arpc1b/Lpl/Psmd14/Denr/Phb2/Sae1/Ilf2/Ruvbl1/Psma7/Ndufa4/Macroh2a1/Nubpl/Hprt/Metap2/Psmc2/Eif4e2/Serf2/St14"
"GSE6259_33D1_POS_DC_VS_CD4_TCELL_DN","GSE6259_33D1_POS_DC_VS_CD4_TCELL_DN","GSE6259_33D1_POS_DC_VS_CD4_TCELL_DN",167,-0.42953083629766,-1.75627014197022,0.000214956868029698,0.00488738986105024,0.00399508652752564,2281,"tags=36%, list=16%, signal=30%","Acsl1/Lcp2/Usp8/Slc11a1/Pros1/Mib1/Atp13a3/Ednra/Lst1/Hpgds/Mafb/Sash1/Sbf2/Adam22/Fam20c/Plxna4/Cp/Slf2/Cpeb4/Tbc1d2b/P2rx7/Lair1/Dst/Lrp6/Gbp3/Fgd4/Itgav/Insr/Rhoh/Fcho2/Fmn1/Dse/Macf1/Slco2b1/Dmxl2/Gas7/Rgl1/Rasgrp1/Kcnj10/Npl/Mertk/Myh10/Vcam1/Igf1/Cd4/Gbgt1/Hebp1/Dmxl1/Prune2/Nova1/Man1c1/Cd84/Csf3r/Cmklr1/Abca1/Agmo/Cd22/Gpnmb/P2ry13/Abca9"
"GSE22886_NAIVE_BCELL_VS_BLOOD_PLASMA_CELL_UP","GSE22886_NAIVE_BCELL_VS_BLOOD_PLASMA_CELL_UP","GSE22886_NAIVE_BCELL_VS_BLOOD_PLASMA_CELL_UP",170,-0.436266960480838,-1.79283628235014,0.000219367190107966,0.00494352698769853,0.00404097455462042,3637,"tags=48%, list=26%, signal=36%","Zfp606/Slc12a7/Smad3/H2-DMb1/Xylt1/Clec4a3/Abcc5/Cd72/Zfp112/Mtmr9/Ddx60/Asb1/Dstyk/Khnyn/Lrig2/Gprasp1/Mnt/Rnf44/Nod1/Parp16/Cep164/Itpkb/Smurf1/Sp1/Mmp2/Dcaf17/Nr3c2/Strn3/Cblb/Cd69/Pik3cd/Mllt10/Zfp36l1/Gabbr1/Rapgef6/Klf9/Tbc1d5/Sos2/Tep1/Ust/Laptm5/Fam53b/Dtx4/Cep68/Wdr48/Phlpp2/C1qtnf1/Arap2/Klf7/Vav3/Pou6f1/Dennd4b/Kdm6b/Ltb/Atad2b/Lyst/Cd83/Dlg5/Coro2b/Herc3/Trps1/Ralgps1/Kat6a/Grk3/Dbndd1/Zfp729a/Per1/Sla/Arhgap32/Pde10a/Utrn/Ttbk2/Chl1/Garre1/Cd84/Cxcr4/Cnr2/Cd22/Clec7a/H2-Ob/Ms4a1/Cr2"
"GSE14908_RESTING_VS_HDM_STIM_CD4_TCELL_ATOPIC_PATIENT_UP","GSE14908_RESTING_VS_HDM_STIM_CD4_TCELL_ATOPIC_PATIENT_UP","GSE14908_RESTING_VS_HDM_STIM_CD4_TCELL_ATOPIC_PATIENT_UP",195,0.382868272624472,1.74063645447939,0.000218963018960503,0.00494352698769853,0.00404097455462042,4301,"tags=49%, list=31%, signal=34%","Cyp3a13/Hspa8/Sem1/Taf10/Anxa9/Ufc1/Pfdn1/Cyb5r1/3110040N11Rik/Bbln/Hsp90ab1/Akr7a5/Hdac1/Smim11/Imp3/Dpp3/Eef1b2/Txndc17/Med28/Trappc4/Mrps23/Slc25a47/Rps2/Blmh/Tm2d3/Fdps/Eif4a1/Mocs2/Psmb4/Utp3/Pbdc1/N4bp3/Rida/Nr2f6/Tmem101/Vapa/Kdelr3/Ccdc107/Mis18a/Tsen34/Eif3i/Hsbp1/Galk2/H2az1/Rpl7a/Psma1/Fkbp1a/Bag1/Nudcd2/Nit1/Tmem199/Nucb2/Rrp1/Arl1/Eif5b/Thumpd1/Tars/Taf6l/Anxa4/Mrps34/Polb/Rnf121/Mbd3/Slc25a22/Nme7/Cep89/Ndfip1/Aldh9a1/Dmap1/Glrx2/Ccnh/Emc7/Pkmyt1/Tmem183a/Dusp19/Chmp5/Maip1/Thnsl1/Decr1/Ppan/Adprh/Wrap73/Tmem158/Jkamp/Hmgn3/Ltv1/Xrcc1/Lmnb1/Nudt21/Cibar1/Rwdd2b/Slc4a1ap/Rnf11/Spout1/Naa35/Srek1ip1"
"GSE37532_TREG_VS_TCONV_PPARG_KO_CD4_TCELL_FROM_VISCERAL_ADIPOSE_TISSUE_UP","GSE37532_TREG_VS_TCONV_PPARG_KO_CD4_TCELL_FROM_VISCERAL_ADIPOSE_TISSUE_UP","GSE37532_TREG_VS_TCONV_PPARG_KO_CD4_TCELL_FROM_VISCERAL_ADIPOSE_TISSUE_UP",187,0.393377127902309,1.77827041115924,0.00022116443992399,0.00496207265432987,0.00405613429120974,2601,"tags=37%, list=19%, signal=31%","1500009L16Rik/Psmb5/Crip1/Cisd3/Epdr1/Hmga1/Bcl3/Aldh7a1/Alg8/Sap30/Selenoh/Lgals3/Ppp1r14c/Rnase4/Tmem256/Anxa3/Arc/Cnih1/Ctsz/Asns/Smim11/Smco4/Snrpd1/Emp1/Rps27l/Mrps28/Gale/Pop5/Tmem208/Eif4ebp1/Cenpv/Cisd1/Fam110a/Nhp2/Uxt/Lamtor3/Ttc39c/Fabp5/Sdf2l1/Mrps33/Tubb2a/Ctsl/Srm/Pfn1/Mrpl36/Clybl/Atp5o/Ppil1/Spef1/Nop16/Rwdd1/Matk/Bak1/Snrpa1/Naa20/Chchd4/H13/Psma6/Hspd1/Atp5g1/Thop1/P4ha2/Cdkn1a/C1qbp/Kif22/Nucb2/Acsl3/Cfap298/Cox16/Mrto4"
"GSE9650_EFFECTOR_VS_EXHAUSTED_CD8_TCELL_UP","GSE9650_EFFECTOR_VS_EXHAUSTED_CD8_TCELL_UP","GSE9650_EFFECTOR_VS_EXHAUSTED_CD8_TCELL_UP",187,0.393056509255416,1.77682104714544,0.000224760531086414,0.00502063765273292,0.0041040069272704,4221,"tags=53%, list=30%, signal=37%","Rnps1/Pnpo/Dap/Pttg1/Atp6v0c/Rpp25l/Selenoh/Gcat/Lamtor4/Dbi/Cmtm7/Mien1/Lysmd1/Cmas/Plac8/Mrpl34/Lsm4/Tmem208/Cib1/Dpep1/Psmd13/Twf2/Eif6/Tbcb/Ndufb6/Acp5/Tmem223/Pdia6/Yipf3/Tmem147/Psmb3/Smim20/Psmb2/Atp5o/Mtch1/Zfyve19/Dnajb1/Bscl2/Rpn1/Hmces/Hnrnpab/Slc66a2/Ldah/Tmem45a/Lamtor5/Ebna1bp2/Dhrs1/Txnl4a/Nsmce1/Blvra/Ctsd/Scp2/Slc1a5/Cdkn2d/Cdc37/1110038F14Rik/Lsm1/Anxa1/Aurkaip1/2510039O18Rik/Smpd1/Eif2b5/Eif4a3/Herpud1/Eif2b4/Prkag1/Cpt2/Lrwd1/Lgals9/Ssna1/Phtf1/Macroh2a1/Wars1/Eif3b/Gstt2/Eif3l/Dpm2/Anapc16/Pkp3/Eif2s1/Commd7/Hikeshi/Bckdk/Rnf167/Tspan31/Dctn5/Fam117a/Timm44/St13/Setd6/Dus1l/Elavl1/Jkamp/Pld3/Isyna1/Ddx41/Ube2h/Snx1/Mlx"
"GSE13547_CTRL_VS_ANTI_IGM_STIM_ZFX_KO_BCELL_12H_DN","GSE13547_CTRL_VS_ANTI_IGM_STIM_ZFX_KO_BCELL_12H_DN","GSE13547_CTRL_VS_ANTI_IGM_STIM_ZFX_KO_BCELL_12H_DN",135,-0.462393264350158,-1.83714705240693,0.000225903745568248,0.00502413876060736,0.00410686882887805,3412,"tags=45%, list=25%, signal=34%","Kdm5b/Cd72/Nsd3/Tcf20/Ttc3/Zmat1/Fbxl12/Mtss1/Card6/Qser1/Nlk/Chst15/Timp2/Adgrl2/Acvr2a/Rnf32/Tanc1/Sh3bp5/Tgfbr3/Usp28/Wdr13/Map3k12/Igf1r/Rnf122/Mbd5/Btbd11/Plekhg2/Crebl2/Eml5/Usp24/Vipr1/Tcf7/Adgrl1/Klf3/Il6ra/Cep68/Ssbp2/Rere/Lrp6/Kif1b/Slc25a27/Itgae/Tet3/Angptl1/Slc43a2/Maml2/Kat6b/Ttc28/Rasgrp1/Tet1/Gria3/Adgrg5/Znrf3/Ntrk3/Pkd1/Zbtb20/Bach2/Snx29/Abca1/Syne1/Hectd2"
"GSE1460_INTRATHYMIC_T_PROGENITOR_VS_CD4_THYMOCYTE_DN","GSE1460_INTRATHYMIC_T_PROGENITOR_VS_CD4_THYMOCYTE_DN","GSE1460_INTRATHYMIC_T_PROGENITOR_VS_CD4_THYMOCYTE_DN",176,-0.430702477277403,-1.77631383970741,0.000236893630290899,0.005245648952485,0.00428793733547143,4387,"tags=51%, list=32%, signal=35%","Birc3/Ceacam1/Lpxn/Sp110/Jak1/Foxo1/Gimap4/Tsc22d3/Tnfrsf25/Enc1/Tmem204/Abcb1a/Nedd9/Grb10/Htr2b/Prkch/Adam23/Lbp/Lpin2/Kdm4b/Oas2/Serpinb9/Dbh/Nr4a3/Ablim1/Ly9/St3gal5/Rab8b/Dclre1a/Sh2b3/Acvr2a/Itpkb/Ifitm1/Osbpl8/Rgs12/Msn/Cblb/Pla2g4c/Zfp36l1/Sema4c/S1pr1/Zfp516/Lcp2/Ulk2/Satb2/Hdac5/Hivep2/Pde4b/Traf3ip3/Rassf2/Spon1/Mid2/Il6ra/Phlpp2/Adarb1/Vcl/Satb1/Evi2a/Il6st/Sptbn1/Ltb/Ifi44/Camk1d/Col6a3/Angptl2/Itgb2/Icos/Dchs1/Camsap2/Galnt11/Il2rb/Il27ra/Cd53/Nell2/Arhgef6/Dok2/Ptprc/Ptch1/Cacna2d2/Man1c1/Gm8909/Bach2/Syne1/Qpct/Gpr183/Hgf/Tnfsf10/H2-M2/Ifi44l"
"GSE25146_UNSTIM_VS_HELIOBACTER_PYLORI_LPS_STIM_AGS_CELL_DN","GSE25146_UNSTIM_VS_HELIOBACTER_PYLORI_LPS_STIM_AGS_CELL_DN","GSE25146_UNSTIM_VS_HELIOBACTER_PYLORI_LPS_STIM_AGS_CELL_DN",160,-0.439832238923998,-1.79179446272745,0.000249344012733604,0.00549744180455517,0.00449375971912237,4081,"tags=49%, list=29%, signal=35%","Jchain/Malt1/Sesn3/Senp5/Ccnt1/Fam120a/Tpr/Rps6kb1/Traf1/Nlrc5/Vwa5a/Hnrnpr/Ranbp6/Tent5c/Plcb2/Ddx5/Cntrl/Xrn2/Grap2/Tug1/Nemp2/Ccnl2/Fosb/Zfc3h1/Snapc4/Ddx17/Dicer1/Bclaf1/Ktn1/Exoc1/Fbxl20/Cd69/Ddx3x/Nipbl/Mapk8ip3/Zbtb41/Tia1/Itsn2/Pnisr/Rasa1/Trim68/Prpf4b/Ccnt2/Pde4d/Dock9/Mbnl1/Atxn7/Aff4/Tbc1d2b/Ing4/Erbin/Ttc14/Bod1l/Gbp8/Gbp3/Ogt/Lax1/Marchf7/Zkscan3/Mx2/Itgb2/Bdp1/Arid4b/Eea1/Entpd1/Mycbp2/Slc20a1/Ash1l/Prrc2c/Tnrc6a/Nktr/Pik3c2a/Setbp1/Dock10/Gbp5/Lilrb4b/Gbp9/Gbp4"
"GSE22103_UNSTIM_VS_GMCSF_AND_IFNG_STIM_NEUTROPHIL_DN","GSE22103_UNSTIM_VS_GMCSF_AND_IFNG_STIM_NEUTROPHIL_DN","GSE22103_UNSTIM_VS_GMCSF_AND_IFNG_STIM_NEUTROPHIL_DN",174,0.393515919093816,1.7684135575668,0.000258553668580382,0.00567592169862019,0.00463965408001547,2615,"tags=37%, list=19%, signal=30%","Scand1/Stc2/Cbr1/Wdr83os/Pttg1/Ppm1j/Mrpl52/Hspb1/Pycr2/Tmem160/Rpl37a/Hes1/Hddc2/Cdkn3/Ndufb10/Pfdn6/Ube2c/Shb/Grcc10/Kcne3/Timm13/Uqcr11/Nenf/Uqcrq/Gale/Rpl27/Micos10/Pycard/Ndufs7/Krtcap2/Cisd1/Ap1s1/Nans/Fau/Pam16/Dctpp1/Rpl36/Rpl35/Tmem223/Mrpl2/Ccnb2/Nudt14/Rapgef3/Fam98c/Cope/Dipk1b/Psmb10/Gatb/Fos/Mcrip2/Spc25/Tpi1/Prelid1/Cdkn1c/Gpi1/Jmjd6/Thop1/Myg1/Mtg1/Naga/Dusp7/Phgdh/B9d1/Sigirr"
"GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_3H_DN","GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_3H_DN","GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_3H_DN",155,-0.444788104329136,-1.80630019956443,0.000261082195038655,0.00568244281765756,0.00464498462158291,4287,"tags=54%, list=31%, signal=37%","Osbpl7/Usp33/Prdm2/Il18bp/Ints6l/Hic2/Gk5/Trappc10/Cmtm4/Ranbp6/Clip4/Cyth3/Dkk3/Ddi2/Zbtb11/Ccdc186/Zbtb40/Ctso/Hook1/Efcab14/Nr4a3/Zbtb10/Trim39/Vcpip1/Ccser2/Chic1/Zmat1/Ccnl2/Luzp1/Zfyve16/Wdr19/Setd2/Gm527/Atp8a1/Smurf1/Ehd3/Sytl2/Mybl1/Dusp2/Traf6/Kmt5b/Ralgapa1/Klrk1/Zfp704/Arid5b/Med13/Chd7/Map3k2/Zcchc14/Kdm7a/Tef/Wipf1/Pde4b/Egr2/Fam53b/Klf3/Vps13d/Bmpr2/Mn1/Pik3r1/Arap2/Pou6f1/Baz2b/Epha4/Raph1/Chd6/Hectd4/Kat6a/Fcho2/Atosa/Usf3/Fyco1/Parp8/Rora/Zfp729a/Gfpt2/Herc1/Zbtb20/Nfat5/Adap2/Il7r/Il18rap/Nr2c2"
"GSE17721_CTRL_VS_PAM3CSK4_24H_BMDC_DN","GSE17721_CTRL_VS_PAM3CSK4_24H_BMDC_DN","GSE17721_CTRL_VS_PAM3CSK4_24H_BMDC_DN",170,0.401349235616215,1.78973261982922,0.000260721501843522,0.00568244281765756,0.00464498462158291,2898,"tags=40%, list=21%, signal=32%","Cmtm8/Pdzk1ip1/Iah1/Ybx3/Areg/Polr2h/Lamtor4/Rbm8a/Hes1/Slc39a4/Krt18/Acaa1a/Ccdc71l/Fkbp4/Mrpl11/Hsp90aa1/Prdx1/Med28/Mad2l1bp/Eif6/Pam16/Bst2/Atp6v1e1/Bcl2l1/Ttc39c/Cfl1/Mgst2/Maff/Cacybp/Panx1/Gtf2b/Vps37c/Psenen/Mrpl54/Snrpd3/Ier3/2410004B18Rik/Ndufab1/Mrpl20/Cwc15/Ier3ip1/Ostf1/Dgcr6/Gsdme/Otulin/Taf13/Ivd/Chchd4/Cbwd1/1700123O20Rik/Zmynd19/Skp1/Rhbg/Igsf9/Cdk5/Psmc4/Tpbg/Ormdl2/Mkks/Hk2/Grwd1/Snapc2/Cdk2ap1/Mrpl39/Clrn3/Ufsp2/Mycbp/Sae1"
"GSE34515_CD16_NEG_VS_POS_MONOCYTE_DN","GSE34515_CD16_NEG_VS_POS_MONOCYTE_DN","GSE34515_CD16_NEG_VS_POS_MONOCYTE_DN",168,0.390620981085683,1.74377216174766,0.000267254170491306,0.00579202336303073,0.00473455876503075,3167,"tags=45%, list=23%, signal=35%","St3gal4/Rps18/Mri1/Pon2/Rplp2/Lyrm4/Faap20/Prkca/Sec61b/Ufc1/Spint2/Cyb5r1/Rpl3/Ap2s1/Slc43a1/Ethe1/Coq4/Rpl18/Mrps28/Ostc/Eef1akmt1/Rab13/Cisd1/Ndufs8/Them4/Tmem205/Mvd/Rps5/Tmem223/Gpx7/Eif3k/Fabp5/Trp53i13/Rpl22/Rpl13/Efcab2/Gtf2h4/Pla2g12a/Mrpl33/Pclaf/Rps4x/Snrpf/Polr1c/Mrps15/Bola3/Traf4/Hspd1/Atp5g1/Tceal3/Lamtor1/Atpaf2/Eef1e1/Rack1/Pkig/C1qbp/Wdr61/Spindoc/Lmna/Bcl7c/Tm7sf2/Ddit4/Polr2e/Ran/Hadh/Top1mt/Ltc4s/Snrpa/Mtfmt/Ilf2/Ssbp1/Wdr54/Fxyd6/Pdcd2l/Cavin3/Mtx1"
"GSE14699_NAIVE_VS_ACT_CD8_TCELL_DN","GSE14699_NAIVE_VS_ACT_CD8_TCELL_DN","GSE14699_NAIVE_VS_ACT_CD8_TCELL_DN",159,-0.434994436679011,-1.77319759673034,0.000271871556238232,0.00586712642339541,0.00479595006655757,3452,"tags=43%, list=25%, signal=33%","Grap2/Cd72/Carns1/Pan3/Arhgap35/Ttc3/Rgp1/Qser1/Elovl5/Chst15/Timp2/Mdc1/Zmym2/Sh3bp5/Usp28/Slc25a36/Rnf122/Btbd11/Son/Ift80/Crebl2/Ice2/Mtr/Eml5/Pogz/Rapgef6/Ssh2/Neu3/Tnrc6c/Itm2a/Usp24/Focad/Pde4b/Tcf7/Foxk1/Il6st/Baz2b/Sh3pxd2a/Ssbp2/Atp11c/Micu3/Rreb1/Mga/Insr/Itgae/Nbeal1/Angptl1/Pou2f1/Usp53/Zeb1/Ttc28/Ipcef1/Tet1/Gria3/Rwdd3/Mdn1/Adgrg5/Tasor2/Slc6a19/Arv1/Dmxl1/Pik3c2a/Tagap/Zbtb20/Inpp4b/Abca1/Lrch3/Hipk2/Btla"
"SCHERER_PBMC_APSV_WETVAX_AGE_18_32YO_2_TO_4DY_DN","SCHERER_PBMC_APSV_WETVAX_AGE_18_32YO_2_TO_4DY_DN","SCHERER_PBMC_APSV_WETVAX_AGE_18_32YO_2_TO_4DY_DN",34,0.635340481335859,2.08950909125458,0.000280534895206708,0.00602151944846158,0.00492215516005778,2311,"tags=56%, list=17%, signal=47%","Crip1/Ccl5/Rplp1/Polr2h/Rps21/Rpl13a/Cstb/Uqcr11/Pex7/Rpl12/Atp5o/Rps4x/Rpl19/Hmgcl/Mrpl3/Slc25a20/Eif3f/Mrpl58/Drg1"
"GSE17721_POLYIC_VS_CPG_4H_BMDC_UP","GSE17721_POLYIC_VS_CPG_4H_BMDC_UP","GSE17721_POLYIC_VS_CPG_4H_BMDC_UP",193,0.380011780570282,1.72328278206368,0.000281390463132507,0.00602151944846158,0.00492215516005778,2954,"tags=36%, list=21%, signal=29%","Lefty1/Sh3bgrl3/S100a11/Cbr1/Dnajc10/Ndufc2/Rpl38/Slc46a3/Ppdpf/Rpl37a/Akr1e1/Rps21/Chchd7/Eef1g/Chmp1a/0610012G03Rik/Asns/Plac8/Hes6/Hmgb1/Commd9/Bcl2l14/Prr15/Fau/Tpgs1/Tex261/Mrpl2/Rpsa/Htatip2/Ncf2/Stmn1/Tspan13/Fam98c/Rps6/Ing2/Fuca1/Smim3/Selenow/Tuba1b/Tmem14c/H2ac25/Acads/Rpp21/Rps11/Bid/Dusp6/Rpl28/Cd8a/Misp/Mrpl58/Pex11b/Atp6v1d/Orai1/Rack1/Rap1gap/Naga/Fzr1/Rnf187/Polr2e/Smarcd2/Mrpl39/Wbp1/B9d2/AI837181/Minpp1/Tprgl/Ccnd3/Rtcb/Cebpa"
"GSE36888_UNTREATED_VS_IL2_TREATED_STAT5_AB_KNOCKIN_TCELL_6H_DN","GSE36888_UNTREATED_VS_IL2_TREATED_STAT5_AB_KNOCKIN_TCELL_6H_DN","GSE36888_UNTREATED_VS_IL2_TREATED_STAT5_AB_KNOCKIN_TCELL_6H_DN",181,0.38457697638106,1.72691618036013,0.00028321176062851,0.00603513597021339,0.00493328567842218,4220,"tags=50%, list=30%, signal=35%","Cbr1/Mrpl27/Chchd2/Rmdn3/S100a1/Atp5mpl/Fam162a/Chek2/Col8a2/Avpi1/Mrps35/Cox5b/Mrps28/Chchd10/Gale/Micos10/Prdx1/Cox7b/Slc35b1/Taf9/Psma5/Fabp5/Slc50a1/Mrps7/Uchl3/Cycs/Alg14/Ggct/Rbx1/Pgm2/Me1/Nudt9/Timm17a/Bloc1s2/Tsc22d1/Atp5g3/Sdhb/Polr1c/Mdh1/Mcrip2/Chchd4/Ptrh2/Wdr74/Atp5g1/Triap1/Nudcd2/Ndufs3/Alg5/Lsm12/Tmem70/Eef1e1/Gatd3a/Srprb/Cdk5/Lpl/Magohb/Mtfp1/1110038F14Rik/Rabggtb/Slc25a5/Ptpmt1/Nudt19/Mterf3/Glrx3/Faim/Lgals9/Ndufa4/Ncbp2/Lhfpl2/Gemin6/Gpc4/Sucla2/Tmed10/Gal/Srd5a3/Mrpl4/Fuca2/Slc17a9/Maip1/Spry2/Mettl1/Hnrnpa3/Fdxacb1/Car2/Lias/Dhrs11/Fh1/Atp5a1/Aldh1a2/Galm/Cox18"
"GSE17974_0H_VS_6H_IN_VITRO_ACT_CD4_TCELL_DN","GSE17974_0H_VS_6H_IN_VITRO_ACT_CD4_TCELL_DN","GSE17974_0H_VS_6H_IN_VITRO_ACT_CD4_TCELL_DN",188,0.381078174711347,1.72483117055007,0.000287658120264274,0.00610434502710812,0.00498985905984739,3758,"tags=44%, list=27%, signal=33%","Kpna2/Il18r1/Qdpr/Fam241a/Pop4/Polr2h/Polr2f/Fam174c/Ppp1r14b/Ubl5/Coa3/Timm13/Snrpg/Utp11/Imp3/Dnph1/Naxe/Prdx1/Sec11c/Micos13/Phlda1/Nans/Mrpl17/Tmem223/Alkbh2/Sdf2l1/Prdx4/Cacybp/Uchl3/Ranbp1/Psmb2/Snrpd3/Tomm5/Ppil1/Mrpl20/Timm10b/Chchd6/Mlycd/Pold2/Vti1b/Pgd/Pitpna/Cmss1/1700123O20Rik/Vdac1/Txnl4a/Hspd1/Pradc1/Zmynd19/Mfsd2a/Saysd1/Hsd17b10/Gmppb/Samm50/Mplkip/Nudcd1/Ormdl2/Med7/Top1mt/Eif2b2/Rrp7a/Psmg1/Armc6/Lyar/Ruvbl1/Psmd8/Cct4/Erp44/Ppp1ca/Aldoa/Gemin6/Yars2/Eif4e2/Polr3h/Rcc1l/Rfc4/Nab2/Cct6a/Dnajc17/Ado/Fam114a2/Nup37/Dnlz"
"GSE11057_PBMC_VS_MEM_CD4_TCELL_UP","GSE11057_PBMC_VS_MEM_CD4_TCELL_UP","GSE11057_PBMC_VS_MEM_CD4_TCELL_UP",146,-0.45328978114984,-1.82070356814743,0.000293684100609143,0.00620636151204301,0.0050732501328201,1797,"tags=31%, list=13%, signal=27%","Sparc/B3gnt5/Mafb/Rnf144b/Anpep/Rab31/Asap2/Lyst/Fgd4/Igsf6/Tm6sf1/Prkar2b/Fbn2/Spi1/Grk3/Zfhx3/F13a1/Slc2a6/Cybrd1/Ccr1/Fcgr2b/Mef2c/Steap4/Scpep1/Stab1/Tet2/Fmnl2/Slc15a3/Ccdc88a/Cd79a/Lrrk2/Nfam1/Ptafr/Zeb2/Csf3r/Cmklr1/Qpct/Cd86/Cd163/Wdfy4/Cd19/Slc37a2/P2ry13/Marchf1/Pax5"
"GSE3982_EOSINOPHIL_VS_BCELL_DN","GSE3982_EOSINOPHIL_VS_BCELL_DN","GSE3982_EOSINOPHIL_VS_BCELL_DN",180,0.380880209333927,1.71329851495806,0.000297436907250114,0.00625969491167286,0.0051168463165472,2544,"tags=32%, list=18%, signal=26%","Pnp2/Vill/Kpna2/Crip1/Etfb/Cnpy2/Cox7a2l/Rps21/Eef1g/Capn2/Manf/Asns/Akr7a5/Rpl37/Hopx/Atpif1/Anxa2/Atp6v1g1/Fancg/Blmh/Rps16/Ndufa7/Ngdn/Rps5/Dnajc15/Ndufa8/Mrps33/Pepd/Perp/Utp3/Dap3/Reep5/Mrps30/Rps6/Rps4x/Ndufab1/Fat2/Psme1/Tradd/Plch2/Gatb/Eif3m/Rpl7a/Stoml2/Mrpl35/Agpat5/Ndufb2/Rpl7/Akr1b3/Tmem70/Znhit2/Zfp444/Samm50/Wdr61/Pmvk/Dusp7/Klhdc4"
"GSE3982_EOSINOPHIL_VS_BASOPHIL_DN","GSE3982_EOSINOPHIL_VS_BASOPHIL_DN","GSE3982_EOSINOPHIL_VS_BASOPHIL_DN",183,0.383130881600714,1.73576482720938,0.000309098210915906,0.00647834233824984,0.00529557472026168,2120,"tags=26%, list=15%, signal=22%","Rpl26/Srp54a/Dnajc10/Polr1d/Tmsb10/Hoxb8/Aamdc/Atp5k/Chn2/Cnpy2/Sap30l/Apol9a/Lta4h/Cox6b1/Nsa2/Cox7c/Rpl37/Rpl34/Rpl13a/Cmas/Mrpl34/Rps27l/Cox6c/Prdx1/Anxa2/Copz1/Tubb4b/Rps16/Rpl36/Smyd3/Rpl13/Dap3/Rps6/Apip/Rps4x/Plaat3/Erg28/Cops6/Naa38/Msmo1/Mrpl3/Rwdd1/Eif3d/Stoml2/Mrpl35/Agpat5/Ppia"
